Empresa,Departamento,Mod_contract,Fecha,Lineas
Telefonica del Peru S.A.A.,Ayacucho,control,2016-01-01,100442
Telefonica del Peru S.A.A.,Cajamarca,control,2016-01-01,177452
Telefonica del Peru S.A.A.,Callao,control,2016-01-01,135328
Telefonica del Peru S.A.A.,Cusco,control,2016-01-01,69109
Telefonica del Peru S.A.A.,Huancavelica,control,2016-01-01,23919
Telefonica del Peru S.A.A.,Huanuco,control,2016-01-01,79780
Telefonica del Peru S.A.A.,Ica,control,2016-01-01,128244
Telefonica del Peru S.A.A.,Junin,control,2016-01-01,187333
Telefonica del Peru S.A.A.,La Libertad,control,2016-01-01,288736
Telefonica del Peru S.A.A.,Lambayeque,control,2016-01-01,250282
Telefonica del Peru S.A.A.,Lima,control,2016-01-01,1115665
Telefonica del Peru S.A.A.,Loreto,control,2016-01-01,101656
Telefonica del Peru S.A.A.,Madre de Dios,control,2016-01-01,5188
Telefonica del Peru S.A.A.,Moquegua,control,2016-01-01,41949
Telefonica del Peru S.A.A.,Pasco,control,2016-01-01,33640
Telefonica del Peru S.A.A.,Piura,control,2016-01-01,279812
Telefonica del Peru S.A.A.,Puno,control,2016-01-01,95231
Telefonica del Peru S.A.A.,San Martin,control,2016-01-01,142688
Telefonica del Peru S.A.A.,Tacna,control,2016-01-01,72906
Telefonica del Peru S.A.A.,Tumbes,control,2016-01-01,52196
Telefonica del Peru S.A.A.,Ucayali,control,2016-01-01,88123
Telefonica del Peru S.A.A.,Sin LAC,control,2016-01-01,241313
Telefonica del Peru S.A.A.,Amazonas,postpago,2016-01-01,6607
Telefonica del Peru S.A.A.,Ancash,postpago,2016-01-01,26141
Telefonica del Peru S.A.A.,Apurimac,postpago,2016-01-01,5790
Telefonica del Peru S.A.A.,Arequipa,postpago,2016-01-01,59191
Telefonica del Peru S.A.A.,Ayacucho,postpago,2016-01-01,14864
Telefonica del Peru S.A.A.,Cajamarca,postpago,2016-01-01,26409
Telefonica del Peru S.A.A.,Callao,postpago,2016-01-01,50605
Telefonica del Peru S.A.A.,Cusco,postpago,2016-01-01,23003
Telefonica del Peru S.A.A.,Huancavelica,postpago,2016-01-01,3495
Telefonica del Peru S.A.A.,Huanuco,postpago,2016-01-01,13739
Telefonica del Peru S.A.A.,Ica,postpago,2016-01-01,28054
Telefonica del Peru S.A.A.,Junin,postpago,2016-01-01,32734
Telefonica del Peru S.A.A.,La Libertad,postpago,2016-01-01,60977
Telefonica del Peru S.A.A.,Lambayeque,postpago,2016-01-01,45146
Telefonica del Peru S.A.A.,Lima,postpago,2016-01-01,525259
Telefonica del Peru S.A.A.,Loreto,postpago,2016-01-01,19077
Telefonica del Peru S.A.A.,Madre de Dios,postpago,2016-01-01,1924
Telefonica del Peru S.A.A.,Moquegua,postpago,2016-01-01,9392
Telefonica del Peru S.A.A.,Pasco,postpago,2016-01-01,4351
Telefonica del Peru S.A.A.,Piura,postpago,2016-01-01,51310
Telefonica del Peru S.A.A.,Puno,postpago,2016-01-01,14125
Telefonica del Peru S.A.A.,San Martin,postpago,2016-01-01,24396
Telefonica del Peru S.A.A.,Tacna,postpago,2016-01-01,14442
Telefonica del Peru S.A.A.,Tumbes,postpago,2016-01-01,8844
Telefonica del Peru S.A.A.,Ucayali,postpago,2016-01-01,13995
Telefonica del Peru S.A.A.,Sin LAC,postpago,2016-01-01,137766
Telefonica del Peru S.A.A.,Amazonas,prepago,2016-01-01,110791
Telefonica del Peru S.A.A.,Ancash,prepago,2016-01-01,361842
Telefonica del Peru S.A.A.,Apurimac,prepago,2016-01-01,95860
Telefonica del Peru S.A.A.,Arequipa,prepago,2016-01-01,407822
Telefonica del Peru S.A.A.,Ayacucho,prepago,2016-01-01,234394
Telefonica del Peru S.A.A.,Cajamarca,prepago,2016-01-01,463403
Telefonica del Peru S.A.A.,Callao,prepago,2016-01-01,197955
Telefonica del Peru S.A.A.,Cusco,prepago,2016-01-01,241330
Telefonica del Peru S.A.A.,Huancavelica,prepago,2016-01-01,75789
Telefonica del Peru S.A.A.,Huanuco,prepago,2016-01-01,172838
Telefonica del Peru S.A.A.,Ica,prepago,2016-01-01,296590
Telefonica del Peru S.A.A.,Junin,prepago,2016-01-01,411010
Telefonica del Peru S.A.A.,La Libertad,prepago,2016-01-01,519604
Telefonica del Peru S.A.A.,Lambayeque,prepago,2016-01-01,432120
Telefonica del Peru S.A.A.,Lima,prepago,2016-01-01,2105002
Telefonica del Peru S.A.A.,Loreto,prepago,2016-01-01,218143
Telefonica del Peru S.A.A.,Madre de Dios,prepago,2016-01-01,12747
Telefonica del Peru S.A.A.,Moquegua,prepago,2016-01-01,62739
Telefonica del Peru S.A.A.,Pasco,prepago,2016-01-01,83938
Telefonica del Peru S.A.A.,Piura,prepago,2016-01-01,587502
Telefonica del Peru S.A.A.,Puno,prepago,2016-01-01,431714
Telefonica del Peru S.A.A.,San Martin,prepago,2016-01-01,278151
Telefonica del Peru S.A.A.,Tacna,prepago,2016-01-01,143361
Telefonica del Peru S.A.A.,Tumbes,prepago,2016-01-01,71450
Telefonica del Peru S.A.A.,Ucayali,prepago,2016-01-01,161814
Telefonica del Peru S.A.A.,Sin LAC,prepago,2016-01-01,4241628
Viettel Peru S.A.C.,Amazonas,control,2016-01-01,2456
Viettel Peru S.A.C.,Ancash,control,2016-01-01,6257
Viettel Peru S.A.C.,Apurimac,control,2016-01-01,1614
Viettel Peru S.A.C.,Arequipa,control,2016-01-01,9141
Viettel Peru S.A.C.,Ayacucho,control,2016-01-01,5918
Viettel Peru S.A.C.,Cajamarca,control,2016-01-01,8962
Viettel Peru S.A.C.,Callao,control,2016-01-01,5101
Viettel Peru S.A.C.,Cusco,control,2016-01-01,8805
Viettel Peru S.A.C.,Huancavelica,control,2016-01-01,1466
Viettel Peru S.A.C.,Huanuco,control,2016-01-01,5079
Viettel Peru S.A.C.,Ica,control,2016-01-01,3353
Viettel Peru S.A.C.,Junin,control,2016-01-01,7702
Viettel Peru S.A.C.,La Libertad,control,2016-01-01,5493
Viettel Peru S.A.C.,Lambayeque,control,2016-01-01,4052
Viettel Peru S.A.C.,Lima,control,2016-01-01,51156
Viettel Peru S.A.C.,Loreto,control,2016-01-01,5236
Viettel Peru S.A.C.,Madre de Dios,control,2016-01-01,1830
Viettel Peru S.A.C.,Moquegua,control,2016-01-01,2612
Viettel Peru S.A.C.,Pasco,control,2016-01-01,2353
Viettel Peru S.A.C.,Piura,control,2016-01-01,3958
Viettel Peru S.A.C.,Puno,control,2016-01-01,12044
Viettel Peru S.A.C.,San Martin,control,2016-01-01,3997
Viettel Peru S.A.C.,Tacna,control,2016-01-01,4562
Viettel Peru S.A.C.,Tumbes,control,2016-01-01,1195
Viettel Peru S.A.C.,Ucayali,control,2016-01-01,1944
Viettel Peru S.A.C.,Sin LAC,control,2016-01-01,0
Viettel Peru S.A.C.,Amazonas,postpago,2016-01-01,0
Viettel Peru S.A.C.,Ancash,postpago,2016-01-01,2
Viettel Peru S.A.C.,Apurimac,postpago,2016-01-01,0
Viettel Peru S.A.C.,Arequipa,postpago,2016-01-01,3
Viettel Peru S.A.C.,Ayacucho,postpago,2016-01-01,1
Viettel Peru S.A.C.,Cajamarca,postpago,2016-01-01,0
Viettel Peru S.A.C.,Callao,postpago,2016-01-01,1
Viettel Peru S.A.C.,Cusco,postpago,2016-01-01,0
Viettel Peru S.A.C.,Huancavelica,postpago,2016-01-01,0
Viettel Peru S.A.C.,Huanuco,postpago,2016-01-01,0
Viettel Peru S.A.C.,Ica,postpago,2016-01-01,1
Viettel Peru S.A.C.,Junin,postpago,2016-01-01,2
Viettel Peru S.A.C.,La Libertad,postpago,2016-01-01,1
Viettel Peru S.A.C.,Lambayeque,postpago,2016-01-01,1
Viettel Peru S.A.C.,Lima,postpago,2016-01-01,19
Viettel Peru S.A.C.,Loreto,postpago,2016-01-01,0
Viettel Peru S.A.C.,Madre de Dios,postpago,2016-01-01,0
Viettel Peru S.A.C.,Moquegua,postpago,2016-01-01,1
Viettel Peru S.A.C.,Pasco,postpago,2016-01-01,0
Viettel Peru S.A.C.,Piura,postpago,2016-01-01,0
Viettel Peru S.A.C.,Puno,postpago,2016-01-01,4
Viettel Peru S.A.C.,San Martin,postpago,2016-01-01,0
Viettel Peru S.A.C.,Tacna,postpago,2016-01-01,0
Viettel Peru S.A.C.,Tumbes,postpago,2016-01-01,1
Viettel Peru S.A.C.,Ucayali,postpago,2016-01-01,0
Viettel Peru S.A.C.,Amazonas,prepago,2016-01-01,13432
Viettel Peru S.A.C.,Ancash,prepago,2016-01-01,45947
Viettel Peru S.A.C.,Apurimac,prepago,2016-01-01,11721
Viettel Peru S.A.C.,Arequipa,prepago,2016-01-01,49291
Viettel Peru S.A.C.,Ayacucho,prepago,2016-01-01,23245
Viettel Peru S.A.C.,Cajamarca,prepago,2016-01-01,37515
Viettel Peru S.A.C.,Callao,prepago,2016-01-01,31388
Viettel Peru S.A.C.,Cusco,prepago,2016-01-01,50002
Viettel Peru S.A.C.,Huancavelica,prepago,2016-01-01,10210
Viettel Peru S.A.C.,Huanuco,prepago,2016-01-01,33051
Viettel Peru S.A.C.,Ica,prepago,2016-01-01,27394
Viettel Peru S.A.C.,Junin,prepago,2016-01-01,44745
Viettel Peru S.A.C.,La Libertad,prepago,2016-01-01,55458
Viettel Peru S.A.C.,Lambayeque,prepago,2016-01-01,41148
Viettel Peru S.A.C.,Lima,prepago,2016-01-01,337981
Viettel Peru S.A.C.,Loreto,prepago,2016-01-01,25958
Viettel Peru S.A.C.,Madre de Dios,prepago,2016-01-01,10558
Viettel Peru S.A.C.,Moquegua,prepago,2016-01-01,11539
Viettel Peru S.A.C.,Pasco,prepago,2016-01-01,9066
Viettel Peru S.A.C.,Piura,prepago,2016-01-01,52401
Viettel Peru S.A.C.,Puno,prepago,2016-01-01,62643
Viettel Peru S.A.C.,San Martin,prepago,2016-01-01,32665
Viettel Peru S.A.C.,Tacna,prepago,2016-01-01,23049
Viettel Peru S.A.C.,Tumbes,prepago,2016-01-01,7652
Viettel Peru S.A.C.,Ucayali,prepago,2016-01-01,13069
America Movil Peru S.A.C.,Amazonas,control,2016-02-01,2
America Movil Peru S.A.C.,Ancash,control,2016-02-01,29
America Movil Peru S.A.C.,Apurimac,control,2016-02-01,2
America Movil Peru S.A.C.,Arequipa,control,2016-02-01,237
America Movil Peru S.A.C.,Ayacucho,control,2016-02-01,6
America Movil Peru S.A.C.,Cajamarca,control,2016-02-01,13
America Movil Peru S.A.C.,Callao,control,2016-02-01,84
America Movil Peru S.A.C.,Cusco,control,2016-02-01,105
America Movil Peru S.A.C.,Huancavelica,control,2016-02-01,0
America Movil Peru S.A.C.,Huanuco,control,2016-02-01,1
America Movil Peru S.A.C.,Ica,control,2016-02-01,23
America Movil Peru S.A.C.,Junin,control,2016-02-01,24
America Movil Peru S.A.C.,La Libertad,control,2016-02-01,143
America Movil Peru S.A.C.,Lambayeque,control,2016-02-01,54
America Movil Peru S.A.C.,Lima,control,2016-02-01,1723
America Movil Peru S.A.C.,Loreto,control,2016-02-01,13
America Movil Peru S.A.C.,Madre de Dios,control,2016-02-01,7
America Movil Peru S.A.C.,Moquegua,control,2016-02-01,16
America Movil Peru S.A.C.,Pasco,control,2016-02-01,1
America Movil Peru S.A.C.,Piura,control,2016-02-01,39
America Movil Peru S.A.C.,Puno,control,2016-02-01,8
America Movil Peru S.A.C.,San Martin,control,2016-02-01,2
America Movil Peru S.A.C.,Tacna,control,2016-02-01,51
America Movil Peru S.A.C.,Tumbes,control,2016-02-01,1
America Movil Peru S.A.C.,Ucayali,control,2016-02-01,3
America Movil Peru S.A.C.,Sin LAC,control,2016-02-01,768
America Movil Peru S.A.C.,Amazonas,postpago,2016-02-01,9166
America Movil Peru S.A.C.,Ancash,postpago,2016-02-01,52410
America Movil Peru S.A.C.,Apurimac,postpago,2016-02-01,34135
America Movil Peru S.A.C.,Arequipa,postpago,2016-02-01,294685
America Movil Peru S.A.C.,Ayacucho,postpago,2016-02-01,24151
America Movil Peru S.A.C.,Cajamarca,postpago,2016-02-01,67688
America Movil Peru S.A.C.,Callao,postpago,2016-02-01,143755
America Movil Peru S.A.C.,Cusco,postpago,2016-02-01,177432
America Movil Peru S.A.C.,Huancavelica,postpago,2016-02-01,13684
America Movil Peru S.A.C.,Huanuco,postpago,2016-02-01,37720
America Movil Peru S.A.C.,Ica,postpago,2016-02-01,70965
America Movil Peru S.A.C.,Junin,postpago,2016-02-01,73127
America Movil Peru S.A.C.,La Libertad,postpago,2016-02-01,197543
America Movil Peru S.A.C.,Lambayeque,postpago,2016-02-01,61998
America Movil Peru S.A.C.,Lima,postpago,2016-02-01,1983759
America Movil Peru S.A.C.,Loreto,postpago,2016-02-01,14834
America Movil Peru S.A.C.,Madre de Dios,postpago,2016-02-01,28540
America Movil Peru S.A.C.,Moquegua,postpago,2016-02-01,24487
America Movil Peru S.A.C.,Pasco,postpago,2016-02-01,12436
America Movil Peru S.A.C.,Piura,postpago,2016-02-01,67521
America Movil Peru S.A.C.,Puno,postpago,2016-02-01,75685
America Movil Peru S.A.C.,San Martin,postpago,2016-02-01,18894
America Movil Peru S.A.C.,Tacna,postpago,2016-02-01,32943
America Movil Peru S.A.C.,Tumbes,postpago,2016-02-01,9802
America Movil Peru S.A.C.,Ucayali,postpago,2016-02-01,14510
America Movil Peru S.A.C.,Sin LAC,postpago,2016-02-01,521832
America Movil Peru S.A.C.,Amazonas,prepago,2016-02-01,47568
America Movil Peru S.A.C.,Ancash,prepago,2016-02-01,150374
America Movil Peru S.A.C.,Apurimac,prepago,2016-02-01,123959
America Movil Peru S.A.C.,Arequipa,prepago,2016-02-01,388004
America Movil Peru S.A.C.,Ayacucho,prepago,2016-02-01,109861
America Movil Peru S.A.C.,Cajamarca,prepago,2016-02-01,202503
America Movil Peru S.A.C.,Callao,prepago,2016-02-01,242705
America Movil Peru S.A.C.,Cusco,prepago,2016-02-01,461495
America Movil Peru S.A.C.,Huancavelica,prepago,2016-02-01,101085
America Movil Peru S.A.C.,Huanuco,prepago,2016-02-01,194600
America Movil Peru S.A.C.,Ica,prepago,2016-02-01,123916
America Movil Peru S.A.C.,Junin,prepago,2016-02-01,232314
America Movil Peru S.A.C.,La Libertad,prepago,2016-02-01,358146
America Movil Peru S.A.C.,Lambayeque,prepago,2016-02-01,112520
America Movil Peru S.A.C.,Lima,prepago,2016-02-01,2942013
America Movil Peru S.A.C.,Loreto,prepago,2016-02-01,48128
America Movil Peru S.A.C.,Madre de Dios,prepago,2016-02-01,99543
America Movil Peru S.A.C.,Moquegua,prepago,2016-02-01,29260
America Movil Peru S.A.C.,Pasco,prepago,2016-02-01,41636
America Movil Peru S.A.C.,Piura,prepago,2016-02-01,170953
America Movil Peru S.A.C.,Puno,prepago,2016-02-01,362378
America Movil Peru S.A.C.,San Martin,prepago,2016-02-01,67246
America Movil Peru S.A.C.,Tacna,prepago,2016-02-01,38512
America Movil Peru S.A.C.,Tumbes,prepago,2016-02-01,16606
America Movil Peru S.A.C.,Ucayali,prepago,2016-02-01,37616
America Movil Peru S.A.C.,Sin LAC,prepago,2016-02-01,1276505
Entel Peru S.A.,Amazonas,control,2016-02-01,306
Entel Peru S.A.,Ancash,control,2016-02-01,45414
Entel Peru S.A.,Apurimac,control,2016-02-01,903
Entel Peru S.A.,Arequipa,control,2016-02-01,54992
Entel Peru S.A.,Ayacucho,control,2016-02-01,3885
Entel Peru S.A.,Cajamarca,control,2016-02-01,10045
Entel Peru S.A.,Callao,control,2016-02-01,78880
Entel Peru S.A.,Cusco,control,2016-02-01,18465
Entel Peru S.A.,Huancavelica,control,2016-02-01,2258
Entel Peru S.A.,Huanuco,control,2016-02-01,6798
Entel Peru S.A.,Ica,control,2016-02-01,45575
Entel Peru S.A.,Junin,control,2016-02-01,25300
Entel Peru S.A.,La Libertad,control,2016-02-01,42055
Entel Peru S.A.,Lambayeque,control,2016-02-01,24032
Entel Peru S.A.,Lima,control,2016-02-01,730060
Entel Peru S.A.,Loreto,control,2016-02-01,4705
Entel Peru S.A.,Madre de Dios,control,2016-02-01,1209
Entel Peru S.A.,Moquegua,control,2016-02-01,5115
Entel Peru S.A.,Pasco,control,2016-02-01,2944
Entel Peru S.A.,Piura,control,2016-02-01,52084
Entel Peru S.A.,Puno,control,2016-02-01,16040
Entel Peru S.A.,San Martin,control,2016-02-01,1097
Entel Peru S.A.,Tacna,control,2016-02-01,11730
Entel Peru S.A.,Tumbes,control,2016-02-01,3156
Entel Peru S.A.,Ucayali,control,2016-02-01,3470
Entel Peru S.A.,Sin LAC,control,2016-02-01,180956
Entel Peru S.A.,Amazonas,postpago,2016-02-01,4
Entel Peru S.A.,Ancash,postpago,2016-02-01,644
Entel Peru S.A.,Apurimac,postpago,2016-02-01,5
Entel Peru S.A.,Arequipa,postpago,2016-02-01,1719
Entel Peru S.A.,Ayacucho,postpago,2016-02-01,80
Entel Peru S.A.,Cajamarca,postpago,2016-02-01,271
Entel Peru S.A.,Callao,postpago,2016-02-01,1771
Entel Peru S.A.,Cusco,postpago,2016-02-01,601
Entel Peru S.A.,Huancavelica,postpago,2016-02-01,54
Entel Peru S.A.,Huanuco,postpago,2016-02-01,237
Entel Peru S.A.,Ica,postpago,2016-02-01,810
Entel Peru S.A.,Junin,postpago,2016-02-01,504
Entel Peru S.A.,La Libertad,postpago,2016-02-01,1135
Entel Peru S.A.,Lambayeque,postpago,2016-02-01,710
Entel Peru S.A.,Lima,postpago,2016-02-01,22852
Entel Peru S.A.,Loreto,postpago,2016-02-01,93
Entel Peru S.A.,Madre de Dios,postpago,2016-02-01,10
Entel Peru S.A.,Moquegua,postpago,2016-02-01,160
Entel Peru S.A.,Pasco,postpago,2016-02-01,105
Entel Peru S.A.,Piura,postpago,2016-02-01,1430
Entel Peru S.A.,Puno,postpago,2016-02-01,422
Entel Peru S.A.,San Martin,postpago,2016-02-01,22
Entel Peru S.A.,Tacna,postpago,2016-02-01,355
Entel Peru S.A.,Tumbes,postpago,2016-02-01,99
Entel Peru S.A.,Ucayali,postpago,2016-02-01,31
Entel Peru S.A.,Sin LAC,postpago,2016-02-01,8954
Entel Peru S.A.,Amazonas,prepago,2016-02-01,719
Entel Peru S.A.,Ancash,prepago,2016-02-01,71733
Entel Peru S.A.,Apurimac,prepago,2016-02-01,3004
Entel Peru S.A.,Arequipa,prepago,2016-02-01,61085
Entel Peru S.A.,Ayacucho,prepago,2016-02-01,8416
Entel Peru S.A.,Cajamarca,prepago,2016-02-01,21194
Entel Peru S.A.,Callao,prepago,2016-02-01,80422
Entel Peru S.A.,Cusco,prepago,2016-02-01,21883
Entel Peru S.A.,Huancavelica,prepago,2016-02-01,2770
Entel Peru S.A.,Huanuco,prepago,2016-02-01,12540
Entel Peru S.A.,Ica,prepago,2016-02-01,66917
Entel Peru S.A.,Junin,prepago,2016-02-01,40713
Entel Peru S.A.,La Libertad,prepago,2016-02-01,45075
Entel Peru S.A.,Lambayeque,prepago,2016-02-01,44685
Entel Peru S.A.,Lima,prepago,2016-02-01,642291
Entel Peru S.A.,Loreto,prepago,2016-02-01,7909
Entel Peru S.A.,Madre de Dios,prepago,2016-02-01,2043
Entel Peru S.A.,Moquegua,prepago,2016-02-01,4017
Entel Peru S.A.,Pasco,prepago,2016-02-01,2323
Entel Peru S.A.,Piura,prepago,2016-02-01,63904
Entel Peru S.A.,Puno,prepago,2016-02-01,38371
Entel Peru S.A.,San Martin,prepago,2016-02-01,3306
Entel Peru S.A.,Tacna,prepago,2016-02-01,15196
Entel Peru S.A.,Tumbes,prepago,2016-02-01,7525
Entel Peru S.A.,Ucayali,prepago,2016-02-01,8320
Entel Peru S.A.,Sin LAC,prepago,2016-02-01,826714
Telefonica del Peru S.A.A.,Amazonas,control,2016-02-01,53422
Telefonica del Peru S.A.A.,Ancash,control,2016-02-01,156964
Telefonica del Peru S.A.A.,Apurimac,control,2016-02-01,32810
Telefonica del Peru S.A.A.,Arequipa,control,2016-02-01,194518
Telefonica del Peru S.A.A.,Ayacucho,control,2016-02-01,104905
Telefonica del Peru S.A.A.,Cajamarca,control,2016-02-01,184807
Telefonica del Peru S.A.A.,Callao,control,2016-02-01,128549
Telefonica del Peru S.A.A.,Cusco,control,2016-02-01,71224
Telefonica del Peru S.A.A.,Huancavelica,control,2016-02-01,25819
Telefonica del Peru S.A.A.,Huanuco,control,2016-02-01,80755
Telefonica del Peru S.A.A.,Ica,control,2016-02-01,127996
Telefonica del Peru S.A.A.,Junin,control,2016-02-01,186419
Telefonica del Peru S.A.A.,La Libertad,control,2016-02-01,292743
Telefonica del Peru S.A.A.,Lambayeque,control,2016-02-01,252573
Telefonica del Peru S.A.A.,Lima,control,2016-02-01,1163965
Telefonica del Peru S.A.A.,Loreto,control,2016-02-01,107889
Telefonica del Peru S.A.A.,Madre de Dios,control,2016-02-01,5696
Telefonica del Peru S.A.A.,Moquegua,control,2016-02-01,42747
Telefonica del Peru S.A.A.,Pasco,control,2016-02-01,36759
Telefonica del Peru S.A.A.,Piura,control,2016-02-01,287280
Telefonica del Peru S.A.A.,Puno,control,2016-02-01,98460
Telefonica del Peru S.A.A.,San Martin,control,2016-02-01,148407
Telefonica del Peru S.A.A.,Tacna,control,2016-02-01,74373
Telefonica del Peru S.A.A.,Tumbes,control,2016-02-01,54301
Telefonica del Peru S.A.A.,Ucayali,control,2016-02-01,92412
Telefonica del Peru S.A.A.,Sin LAC,control,2016-02-01,291061
Telefonica del Peru S.A.A.,Amazonas,postpago,2016-02-01,6461
Telefonica del Peru S.A.A.,Ancash,postpago,2016-02-01,25175
Telefonica del Peru S.A.A.,Apurimac,postpago,2016-02-01,5659
Telefonica del Peru S.A.A.,Arequipa,postpago,2016-02-01,56524
Telefonica del Peru S.A.A.,Ayacucho,postpago,2016-02-01,14039
Telefonica del Peru S.A.A.,Cajamarca,postpago,2016-02-01,25077
Telefonica del Peru S.A.A.,Callao,postpago,2016-02-01,46866
Telefonica del Peru S.A.A.,Cusco,postpago,2016-02-01,22606
Telefonica del Peru S.A.A.,Huancavelica,postpago,2016-02-01,3675
Telefonica del Peru S.A.A.,Huanuco,postpago,2016-02-01,12424
Telefonica del Peru S.A.A.,Ica,postpago,2016-02-01,24550
Telefonica del Peru S.A.A.,Junin,postpago,2016-02-01,29878
Telefonica del Peru S.A.A.,La Libertad,postpago,2016-02-01,56638
Telefonica del Peru S.A.A.,Lambayeque,postpago,2016-02-01,42103
Telefonica del Peru S.A.A.,Lima,postpago,2016-02-01,519921
Telefonica del Peru S.A.A.,Loreto,postpago,2016-02-01,18437
Telefonica del Peru S.A.A.,Madre de Dios,postpago,2016-02-01,1975
Telefonica del Peru S.A.A.,Moquegua,postpago,2016-02-01,9096
Telefonica del Peru S.A.A.,Pasco,postpago,2016-02-01,4590
Telefonica del Peru S.A.A.,Piura,postpago,2016-02-01,49355
Telefonica del Peru S.A.A.,Puno,postpago,2016-02-01,13704
Telefonica del Peru S.A.A.,San Martin,postpago,2016-02-01,23041
Telefonica del Peru S.A.A.,Tacna,postpago,2016-02-01,13747
Telefonica del Peru S.A.A.,Tumbes,postpago,2016-02-01,8535
Telefonica del Peru S.A.A.,Ucayali,postpago,2016-02-01,13421
Telefonica del Peru S.A.A.,Sin LAC,postpago,2016-02-01,134544
Telefonica del Peru S.A.A.,Amazonas,prepago,2016-02-01,108807
Telefonica del Peru S.A.A.,Ancash,prepago,2016-02-01,352625
Telefonica del Peru S.A.A.,Apurimac,prepago,2016-02-01,94093
Telefonica del Peru S.A.A.,Arequipa,prepago,2016-02-01,395601
Telefonica del Peru S.A.A.,Ayacucho,prepago,2016-02-01,229817
Telefonica del Peru S.A.A.,Cajamarca,prepago,2016-02-01,454438
Telefonica del Peru S.A.A.,Callao,prepago,2016-02-01,185615
Telefonica del Peru S.A.A.,Cusco,prepago,2016-02-01,235653
Telefonica del Peru S.A.A.,Huancavelica,prepago,2016-02-01,74099
Telefonica del Peru S.A.A.,Huanuco,prepago,2016-02-01,167168
Telefonica del Peru S.A.A.,Ica,prepago,2016-02-01,281808
Telefonica del Peru S.A.A.,Junin,prepago,2016-02-01,397447
Telefonica del Peru S.A.A.,La Libertad,prepago,2016-02-01,501442
Telefonica del Peru S.A.A.,Lambayeque,prepago,2016-02-01,414781
Telefonica del Peru S.A.A.,Lima,prepago,2016-02-01,2054534
Telefonica del Peru S.A.A.,Loreto,prepago,2016-02-01,211506
Telefonica del Peru S.A.A.,Madre de Dios,prepago,2016-02-01,12319
Telefonica del Peru S.A.A.,Moquegua,prepago,2016-02-01,60727
Telefonica del Peru S.A.A.,Pasco,prepago,2016-02-01,83573
Telefonica del Peru S.A.A.,Piura,prepago,2016-02-01,567978
Telefonica del Peru S.A.A.,Puno,prepago,2016-02-01,423206
Telefonica del Peru S.A.A.,San Martin,prepago,2016-02-01,277250
